Gene	NGr1	NGr2	NGr3	349r1	349r2	349r3
gene-ECD_01850	215	165	190	178	206	245
gene-ECD_01851	88	66	54	61	78	92
gene-ECD_01852	132	117	120	107	151	141
gene-ECD_01853	58	47	55	53	40	70
gene-ECD_01854	53	65	55	57	93	97
gene-ECD_01855	56	49	52	59	70	89
gene-ECD_01856	45	54	41	39	46	53
gene-ECD_01857	32	54	55	31	63	64
gene-ECD_01858	153	84	133	113	119	110
gene-ECD_01859	134	95	101	90	115	129
gene-ECD_01860	70	56	43	60	73	86
gene-ECD_01861	23	28	20	18	20	34
gene-ECD_01862	567	647	487	452	602	758
gene-ECD_01863	300	308	241	262	335	493
gene-ECD_01864	295	214	311	315	320	408
gene-ECD_01865	1129	652	904	710	1084	918
gene-ECD_01866	112	90	115	91	136	146
gene-ECD_01867	315	237	305	229	358	319
gene-ECD_01868	269	236	269	232	401	309
gene-ECD_01869	320	163	286	210	467	210
gene-ECD_01870	891	363	754	830	929	582
gene-ECD_01871	77	94	82	61	52	81
gene-ECD_01872	7	23	13	19	14	17
gene-ECD_01873	9230	10846	11726	8433	5599	13203
gene-ECD_01874	83	152	105	92	100	154
gene-ECD_01875	752	1127	735	728	823	1456
gene-ECD_01876	3013	3240	3314	3000	3317	4897
gene-ECD_01877	2094	1364	1880	2001	1947	1815
gene-ECD_01878	2857	2720	2398	2312	3188	3289
gene-ECD_01879	83	56	69	69	89	137
gene-ECD_01880	0	0	0	0	0	0
gene-ECD_01881	0	0	0	0	0	0
gene-ECD_01882	46	77	52	54	54	98
gene-ECD_01883	519	604	364	464	522	734
gene-ECD_01884	168	196	141	185	164	243
gene-ECD_01885	163	108	168	130	106	137
gene-ECD_01886	318	196	277	223	265	195
gene-ECD_01887	106	66	70	57	85	70
gene-ECD_01888	201	170	165	150	164	226
gene-ECD_01889	2861	1252	1687	2260	1698	1856
gene-ECD_01890	1272	839	1384	1139	2178	1216
gene-ECD_01891	1772	2176	1688	1730	2017	2722
gene-ECD_01893	779	727	603	657	818	827
gene-ECD_01894	9564	7958	7990	7090	9510	9816
gene-ECD_01895	1924	1550	1345	1614	1422	2257
gene-ECD_01896	270	250	251	289	244	365
gene-ECD_01897	131	157	123	161	140	227
gene-ECD_01898	67	81	69	55	94	133
gene-ECD_01899	474	371	459	415	441	520
gene-ECD_01900	624	589	657	602	608	806
gene-ECD_01901	263	230	209	220	249	373
gene-ECD_01902	77	63	65	74	93	123
gene-ECD_01904	54	44	44	45	51	72
gene-ECD_01906	0	0	1	4	1	3
gene-ECD_01907	7	8	14	6	13	15
gene-ECD_01908	46	36	48	28	38	26
gene-ECD_01909	27	50	46	40	48	89
gene-ECD_01910	9067	11584	10217	9954	10301	14529
gene-ECD_01911	405	410	432	393	598	551
gene-ECD_01912	1493	1207	1640	1396	1689	1567
gene-ECD_01913	226	157	147	177	170	250
gene-ECD_01914	3947	3805	3169	3434	3923	4510
gene-ECD_01915	377	317	226	313	323	364
gene-ECD_01916	373	249	282	423	462	290
gene-ECD_01917	317	516	231	319	350	639
gene-ECD_01918	3103	2590	2429	2617	2573	3596
gene-ECD_01919	6479	5638	5935	5355	6125	6516
gene-ECD_01920	4	4	2	4	6	15
gene-ECD_01921	1486	1518	1215	1239	1298	1759
gene-ECD_01922	2677	2107	1990	2169	2072	2568
gene-ECD_01923	1551	1276	1092	1205	1288	1603
gene-ECD_01924	2866	2136	2007	2167	2710	3051
gene-ECD_01925	1186	731	857	902	928	905
gene-ECD_01926	1525	1187	1319	1348	1314	1496
gene-ECD_01927	1889	1301	1448	1532	1516	1759
gene-ECD_01928	2841	1815	2084	2137	2076	2497
gene-ECD_01929	1578	1577	1115	1414	1350	2196
gene-ECD_01930	4599	3551	3092	3252	3427	5050
gene-ECD_01931	23750	12458	14001	16981	14087	19300
gene-ECD_01932	908	607	648	723	690	883
gene-ECD_01933	810	695	662	757	868	1030
gene-ECD_01934	14	10	8	9	10	6
gene-ECD_01935	0	0	0	0	0	0
gene-ECD_01936	1096	1014	874	984	1145	1233
gene-ECD_01937	5566	4340	3766	4659	5111	5942
gene-ECD_01938	2525	1800	1748	2310	2156	2541
gene-ECD_01939	2056	1245	1146	1689	1819	1614
gene-ECD_01940	2816	2013	1961	2673	2408	2607
gene-ECD_01941	2716	1748	1788	2390	2060	2569
gene-ECD_01942	11426	7304	8088	9815	8984	9392
gene-ECD_01943	4528	2130	2312	3919	2403	3655
gene-ECD_01944	2034	858	997	1658	940	1681
gene-ECD_01945	1990	1082	1269	1775	1097	1988
gene-ECD_01946	1632	1597	1181	1238	1324	2011
gene-ECD_01947	1945	1733	1370	1437	1791	2250
gene-ECD_01948	2030	1829	1417	1572	1839	2467
gene-ECD_01949	99	76	88	76	83	118
gene-ECD_01950	74	73	65	61	88	93
gene-ECD_01951	122	109	107	112	136	165
gene-ECD_01952	86	69	89	90	68	86
gene-ECD_01953	35	33	36	33	49	44
gene-ECD_01954	88	59	64	59	64	65
gene-ECD_01955	49	27	32	43	45	37
gene-ECD_01956	41	16	28	23	43	26
gene-ECD_01957	15	11	13	14	11	7
gene-ECD_01958	35	27	31	33	37	39
gene-ECD_01959	52	23	42	41	40	48
gene-ECD_01960	2	4	0	2	2	4
gene-ECD_01961	6	9	11	8	8	11
gene-ECD_01962	15	13	11	19	17	19
gene-ECD_01963	49	35	62	41	55	56
gene-ECD_01964	20	13	18	15	25	7
gene-ECD_01965	79	45	58	62	55	85
gene-ECD_01966	110	144	102	87	131	167
gene-ECD_01967	6	3	2	5	8	2
gene-ECD_01968	19	24	19	16	28	25
gene-ECD_01969	1789	2116	1525	1513	1532	2379
gene-ECD_01970	3073	2760	2379	2468	3435	3440
gene-ECD_01971	1518	1208	1506	1372	1528	1591
gene-ECD_01972	343	410	304	301	419	453
gene-ECD_01973	1228	1139	985	1046	1236	1368
gene-ECD_01974	421	333	385	352	414	431
gene-ECD_01975	241	216	173	198	218	251
gene-ECD_01976	183	191	181	189	199	224
gene-ECD_01977	47	60	44	63	62	75
gene-ECD_01978	23	40	23	38	23	50
gene-ECD_01979	191	117	147	148	128	208
gene-ECD_01980	311	248	261	243	348	288
gene-ECD_01981	228	169	203	199	191	198
gene-ECD_01982	144	93	101	132	132	153
gene-ECD_01983	213	157	160	160	169	187
gene-ECD_01984	714	643	594	532	694	726
gene-ECD_01985	121	115	116	102	107	146
gene-ECD_01986	237	270	194	209	197	297
gene-ECD_02013	0	0	0	0	1	1
gene-ECD_02014	12	9	11	16	12	13
gene-ECD_02015	35	34	29	23	26	59
gene-ECD_02017	10174	12779	10300	7380	9688	12784
gene-ECD_02018	26617	25514	27555	19414	29147	28649
gene-ECD_02019	6367	4397	4527	4440	7443	5984
gene-ECD_02020	12117	10523	10847	8161	16836	13318
gene-ECD_02021	88814	82587	84675	60701	128063	100822
gene-ECD_02024	40979	43538	35678	34438	53502	64545
gene-ECD_02025	1115	712	923	770	1004	1003
gene-ECD_02026	231	196	131	165	206	278
gene-ECD_02027	428	294	303	330	309	393
gene-ECD_02028	580	422	402	423	430	513
gene-ECD_02029	382	378	299	298	368	400
gene-ECD_02030	169	221	151	173	187	227
gene-ECD_02031	1512	1338	1137	1223	1223	1629
gene-ECD_02032	2313	2196	1883	2192	1976	3447
gene-ECD_02033	92	58	71	133	76	151
gene-ECD_02034	745	374	452	619	579	641
gene-ECD_02035	692	516	463	594	604	711
gene-ECD_02036	58	44	47	58	62	88
gene-ECD_02037	50	40	40	50	39	94
gene-ECD_02038	50	47	43	41	63	93
gene-ECD_02039	13	17	6	7	7	20
gene-ECD_02040	6	10	5	8	6	10
gene-ECD_02041	0	0	0	0	0	0
gene-ECD_02042	28	49	26	32	38	55
gene-ECD_02043	11130	11909	11224	10068	11369	14193
gene-ECD_02044	6233	5124	4596	4752	4816	6175
gene-ECD_02045	215	205	154	181	199	262
gene-ECD_02046	352	354	262	271	375	395
gene-ECD_02047	4	4	5	1	4	2
gene-ECD_02048	6	17	11	11	15	9
gene-ECD_02049	96	119	112	102	118	174
gene-ECD_02050	55	49	36	39	54	44
gene-ECD_02051	192	192	176	183	241	244
gene-ECD_02052	63	86	83	71	76	101
gene-ECD_02053	713	871	683	638	813	889
gene-ECD_02054	414	473	510	349	675	594
gene-ECD_02055	1014	1130	928	948	1370	1560
gene-ECD_02056	354	240	357	212	384	311
gene-ECD_02057	4	9	5	7	3	4
gene-ECD_02058	296	261	319	232	282	299
gene-ECD_02059	74	64	69	64	65	79
gene-ECD_02060	65	35	53	40	56	60
gene-ECD_02061	139	119	117	106	134	122
gene-ECD_02062	2751	2002	2149	2151	2179	2644
gene-ECD_02063	11569	9936	10027	9652	11605	13056
gene-ECD_02064	1593	1721	1497	1348	1931	1917
gene-ECD_02065	123	113	119	108	119	116
gene-ECD_02066	366	407	297	358	403	557
gene-ECD_02067	172	192	194	167	180	231
gene-ECD_02068	22	24	15	24	43	24
gene-ECD_02069	66	81	60	58	80	76
gene-ECD_02070	232	272	197	231	89	536
gene-ECD_02071	1156	1172	879	1087	462	1816
gene-ECD_02072	3128	2709	2978	2910	2510	3939
gene-ECD_02073	61	74	54	57	76	90
gene-ECD_02074	64	68	56	57	82	90
gene-ECD_02075	2148	1786	3357	2094	3278	3193
gene-ECD_02076	1177	1294	2048	1079	2197	2298
gene-ECD_02077	813	459	863	420	1517	611
gene-ECD_02078	1210	659	1083	724	2690	781
gene-ECD_02080	2389	1506	2293	1635	4217	1790
gene-ECD_02081	767	756	647	613	798	866
gene-ECD_02082	5347	5268	4538	4364	5195	6629
gene-ECD_02083	3550	2818	3365	3282	3959	4208
gene-ECD_02084	397	479	416	393	562	628
gene-ECD_02085	926	874	756	734	905	1066
gene-ECD_02086	1809	1337	1616	1493	1567	1648
gene-ECD_02087	483	354	411	369	372	500
gene-ECD_02088	1634	1287	1238	1193	1277	1683
gene-ECD_02089	963	903	717	738	796	1058
gene-ECD_02090	75	79	77	56	86	71
gene-ECD_02091	31	17	26	28	25	27
gene-ECD_02092	73	40	65	53	86	61
gene-ECD_02093	59	59	71	79	85	84
gene-ECD_02094	8	7	12	5	19	11
gene-ECD_02095	6	5	2	2	3	1
gene-ECD_02096	9319	8860	14431	8024	18864	11034
gene-ECD_02097	8440	6105	9557	5991	13625	7564
gene-ECD_02098	7362	4844	7697	5194	11416	6222
gene-ECD_02099	97	120	75	84	101	114
gene-ECD_02100	148	143	138	129	181	184
gene-ECD_02101	768	530	555	695	533	708
gene-ECD_02102	11658	3569	8948	1593	3055	1238
gene-ECD_02103	899	631	762	406	570	582
gene-ECD_02104	664	768	530	503	595	927
gene-ECD_02105	3188	2542	2666	2663	4478	3519
gene-ECD_02106	305	347	242	300	366	438
gene-ECD_02107	661	567	619	638	667	679
gene-ECD_02108	357	348	319	362	372	456
gene-ECD_02109	411	573	404	393	455	651
gene-ECD_02110	1582	1822	1540	1506	1780	2305
gene-ECD_02111	312	303	319	298	315	371
gene-ECD_02112	1454	1532	1341	1225	1555	2120
gene-ECD_02113	1675	2085	1584	1623	1858	2773
gene-ECD_02114	1291	1454	1144	1214	1358	1466
gene-ECD_02115	1738	1819	2008	2039	1741	1811
gene-ECD_02116	1005	1001	870	904	1231	1239
gene-ECD_02117	261	248	231	258	236	319
gene-ECD_02118	1468	1419	1192	1120	1411	1484
gene-ECD_02119	330	371	332	320	347	451
gene-ECD_02120	984	640	758	812	752	879
gene-ECD_02121	364	288	287	310	312	385
gene-ECD_02122	259	179	180	181	210	260
gene-ECD_02123	296	284	267	239	281	338
gene-ECD_02124	176	142	157	146	195	172
gene-ECD_02125	12	13	17	13	19	17
gene-ECD_02126	133	109	139	131	174	152
gene-ECD_02127	46	35	45	46	64	37
gene-ECD_02128	125	122	158	106	184	131
gene-ECD_02129	105	88	79	93	75	111
gene-ECD_02130	43	23	41	45	21	35
gene-ECD_02131	52	30	31	32	32	49
gene-ECD_02132	72	47	33	35	47	66
gene-ECD_02133	419	286	378	341	333	379
gene-ECD_02134	3	3	1	1	1	4
gene-ECD_02135	21	14	17	14	25	22
gene-ECD_02136	1435	1035	1472	1358	1359	1335
gene-ECD_02137	1734	950	1078	1179	1179	1226
gene-ECD_02138	197	142	141	164	230	211
gene-ECD_02139	110	113	115	88	115	139
gene-ECD_02140	437	319	359	366	395	444
gene-ECD_02141	149	187	110	120	140	179
gene-ECD_02142	79	71	77	65	84	127
gene-ECD_02143	8	6	3	4	9	5
gene-ECD_02144	2	6	8	1	5	6
gene-ECD_02145	2487	2378	1880	2209	2332	2972
gene-ECD_02146	2536	1094	1857	2155	2149	1516
gene-ECD_02147	1323	968	1322	1146	2366	1545
gene-ECD_02148	38	40	34	52	27	31
gene-ECD_02149	5	6	12	10	12	8
gene-ECD_02150	35	34	43	41	32	60
gene-ECD_02151	116	90	117	95	138	126
gene-ECD_02152	36	61	36	26	45	58
gene-ECD_02153	69	79	82	74	84	113
gene-ECD_02154	574	634	553	495	668	800
gene-ECD_02155	27	42	28	44	27	58
gene-ECD_02156	149	152	163	141	144	202
gene-ECD_02157	10922	8113	6730	7735	7899	10520
gene-ECD_02158	803	796	631	618	704	933
gene-ECD_02159	656	725	614	617	662	892
gene-ECD_02160	4897	4659	3589	3633	4365	5211
gene-ECD_02161	4271	2926	2715	3045	3374	4142
gene-ECD_02162	740	759	636	533	620	1031
gene-ECD_02163	1245	1394	1255	938	967	1543
gene-ECD_02164	535	165	483	304	751	305
gene-ECD_02165	6966	3102	8565	5572	13038	5440
gene-ECD_02166	14806	6570	14819	12322	27805	12861
gene-ECD_02167	12660	5275	12329	10736	18951	9480
gene-ECD_02168	3671	1396	3595	2603	7511	3065
gene-ECD_02169	2485	722	2085	1371	3688	1266
gene-ECD_02170	114	122	93	107	125	132
gene-ECD_02171	330	315	312	285	305	388
gene-ECD_02172	180	207	205	167	206	274
gene-ECD_02173	228	207	227	184	310	240
gene-ECD_02174	105	82	110	61	115	123
gene-ECD_02175	1816	1941	1721	1628	1762	2205
gene-ECD_02176	164	261	124	180	170	333
gene-ECD_02177	964	1109	721	833	1018	1477
gene-ECD_02178	8710	7163	5932	7621	6774	10385
gene-ECD_02179	10018	9485	8068	7902	8871	10797
gene-ECD_02180	9388	8591	7571	6890	8334	9274
gene-ECD_02181	28694	21174	19815	22495	20683	27138
gene-ECD_02182	6368	4401	4339	5132	4556	6315
gene-ECD_02183	2884	2401	2024	2301	2154	3246
gene-ECD_02184	908	729	719	827	719	1009
gene-ECD_02185	498	476	443	510	621	721
gene-ECD_02186	338	259	303	442	359	406
gene-ECD_02187	625	394	413	427	448	491
gene-ECD_02188	1001	501	661	718	732	652
gene-ECD_02189	2282	1231	1589	1691	1732	1703
gene-ECD_02190	108	120	71	81	106	158
gene-ECD_02191	563	729	574	564	665	801
gene-ECD_02192	752	778	639	531	773	860
gene-ECD_02193	983	778	951	855	960	1177
gene-ECD_02194	105	124	109	124	101	178
gene-ECD_02195	234	242	185	225	233	367
gene-ECD_02196	110	103	84	109	111	131
gene-ECD_02198	10	8	6	18	23	12
gene-ECD_02199	1	0	0	0	0	0
gene-ECD_02200	78	51	82	75	76	70
gene-ECD_02201	15134	8597	10119	10915	10973	12492
gene-ECD_02202	17726	10611	12196	13042	13073	14440
gene-ECD_02203	22307	11799	15097	16613	15987	16206
gene-ECD_02204	2082	1140	1516	1533	1296	1407
gene-ECD_02205	9560	5493	6314	7279	6613	8047
gene-ECD_02206	13637	6555	7910	9852	8567	9686
gene-ECD_02207	16018	6433	9451	11349	9624	10159
gene-ECD_02208	54626	22710	30319	35728	28748	29497
gene-ECD_02209	19857	10136	12218	13012	11478	11473
gene-ECD_02210	11857	6440	7001	7225	7756	8071
gene-ECD_02211	21087	15938	17177	13698	23916	18748
gene-ECD_02212	10782	8489	9705	8501	13316	11561
gene-ECD_02213	9611	7745	9291	8916	11911	10776
gene-ECD_02214	2681	1799	2255	2260	2895	2960
gene-ECD_02215	2899	3286	2871	2471	2870	4158
gene-ECD_02216	1443	1231	1186	1213	1440	1550
gene-ECD_02217	1288	930	1006	1048	1098	1100
gene-ECD_02218	3835	3206	3540	3264	4217	4033
gene-ECD_02219	5767	5248	4813	4311	6156	7166
gene-ECD_02220	2006	1393	1607	1564	1857	1733
gene-ECD_02221	7205	10043	6246	7616	6800	16403
gene-ECD_02222	17856	11352	10994	13429	10964	17161
gene-ECD_02223	213	319	219	202	230	435
gene-ECD_02224	1128	918	932	847	1104	1064
gene-ECD_02225	1370	969	1093	853	1296	1260
gene-ECD_02226	229	239	226	232	248	309
gene-ECD_02227	72	56	60	46	72	77
gene-ECD_02228	1139	771	895	1046	880	1220
gene-ECD_02229	4471	2413	3640	3430	4157	3398
gene-ECD_02230	177	155	135	162	190	189
gene-ECD_02231	747	466	602	569	648	714
gene-ECD_02232	772	609	534	442	672	757
gene-ECD_02233	1506	922	1122	1052	1257	1279
gene-ECD_02234	10803	6779	8404	7669	9231	9048
gene-ECD_02235	1890	689	1885	1013	2259	1093
gene-ECD_02236	210	172	190	167	238	191
gene-ECD_02237	723	718	565	544	630	776
gene-ECD_02238	160	111	128	143	148	175
gene-ECD_02239	1687	1533	1498	1438	1621	1796
gene-ECD_02240	1674	1498	1316	1350	1577	1763
gene-ECD_02241	6453	4763	5129	4713	5838	6332
gene-ECD_02242	1647	1585	1240	1319	1464	1711
gene-ECD_02243	2345	1681	1647	1847	1699	2019
gene-ECD_02244	5017	3526	3728	3914	3544	4120
gene-ECD_02245	2141	1885	1918	1723	2181	2581
gene-ECD_02246	449	536	432	370	401	568
gene-ECD_02247	390	373	324	352	305	425
gene-ECD_02248	18204	11812	15919	15021	23136	16085
gene-ECD_02249	2901	2939	2473	2650	3218	3633
gene-ECD_02250	430	404	358	422	356	583
gene-ECD_02251	685	887	568	625	630	1072
gene-ECD_02252	531	635	427	432	516	826
gene-ECD_02253	1191	1194	869	959	1193	1513
gene-ECD_02254	3489	3154	2934	2974	3536	3395
gene-ECD_02255	2301	1626	1573	1782	1736	2192
gene-ECD_02256	472	472	427	492	451	576
gene-ECD_02257	143	115	121	138	128	183
gene-ECD_02258	76	57	66	70	90	105
gene-ECD_02259	19	21	12	8	20	24
gene-ECD_02260	10	18	8	12	18	14
gene-ECD_02261	36	38	29	27	35	43
gene-ECD_02262	188	228	210	180	221	265
gene-ECD_02263	64	49	49	59	42	120
gene-ECD_02264	753	635	689	586	922	894
gene-ECD_02265	865	491	824	464	1034	708
gene-ECD_02266	614	323	608	376	685	409
gene-ECD_02267	2533	1603	2759	2455	2823	2287
gene-ECD_02268	915	638	652	720	741	858
gene-ECD_02270	2	5	2	0	0	2
gene-ECD_02271	0	0	0	0	0	0
gene-ECD_02272	912	770	816	757	857	1081
gene-ECD_02273	36	42	47	30	50	46
gene-ECD_02274	413	183	364	340	395	260
gene-ECD_02275	135	62	109	73	285	98
gene-ECD_02276	1171	849	1066	904	1384	1205
gene-ECD_02277	22	29	18	14	20	41
gene-ECD_02278	3	7	6	5	17	6
gene-ECD_02279	629	586	498	599	633	857
gene-ECD_02280	1285	1594	833	1052	1267	1542
gene-ECD_02281	10	18	10	6	14	10
gene-ECD_02282	3	2	7	3	5	8
gene-ECD_02283	27	22	32	18	23	26
gene-ECD_02284	21	20	27	18	18	29
gene-ECD_02285	21	18	9	11	15	13
gene-ECD_02286	105	62	119	69	102	94
gene-ECD_02287	510	413	614	571	501	538
gene-ECD_02288	2696	4968	2294	2682	3014	6453
gene-ECD_02289	5217	4197	5015	4472	5268	5173
gene-ECD_02290	1168	1358	1000	962	1183	1424
gene-ECD_02291	922	1024	741	769	889	1150
gene-ECD_02292	726	874	639	732	853	999
gene-ECD_02293	245	292	220	209	269	371
gene-ECD_02294	32	30	34	36	39	40
gene-ECD_02295	18	31	30	23	28	27
gene-ECD_02296	40	56	52	31	42	63
gene-ECD_02297	17	16	7	10	18	11
gene-ECD_02298	7105	7538	7201	6435	8885	9849
gene-ECD_02299	366	469	376	392	392	481
gene-ECD_02300	469	440	387	458	405	675
gene-ECD_02301	1067	634	857	997	747	1110
gene-ECD_02302	4297	1957	2388	3006	2273	3420
gene-ECD_02303	441	425	417	426	528	588
gene-ECD_02304	587	604	590	787	623	681
gene-ECD_02305	476	716	504	560	630	790
gene-ECD_02306	4521	4068	3690	3596	3997	5206
gene-ECD_02307	49	53	39	40	37	76
gene-ECD_02308	517	471	445	468	540	601
gene-ECD_02309	1317	997	1123	1050	1097	1359
gene-ECD_02310	147	98	138	113	108	119
gene-ECD_02311	1533	1549	1358	1301	1396	1940
gene-ECD_02312	2944	3076	2824	2567	3300	3279
gene-ECD_02313	415	440	363	340	412	614
gene-ECD_02314	24823	12951	16047	20388	15257	17052
gene-ECD_02315	20941	18456	16110	17845	18593	24320
gene-ECD_02316	50636	40821	39669	39814	46118	53863
gene-ECD_02317	17035	13333	15164	14390	16453	18502
gene-ECD_02318	2163	1448	1659	1743	1620	2052
gene-ECD_02319	68	47	30	50	82	87
gene-ECD_02320	376	280	290	324	440	408
gene-ECD_02321	879	521	610	686	706	665
gene-ECD_02322	2363	711	1243	1754	1369	791
gene-ECD_02323	439	166	257	350	359	212
gene-ECD_02324	216	109	161	226	258	133
gene-ECD_02325	1061	576	749	1059	1201	659
gene-ECD_02326	15636	9884	14301	13120	18563	13232
gene-ECD_02327	135	107	111	119	143	114
gene-ECD_02328	1040	653	999	848	1503	713
gene-ECD_02329	679	574	643	465	990	529
gene-ECD_02330	54	47	57	46	59	38
gene-ECD_02331	2323	1619	1830	1785	2058	2000
gene-ECD_02332	360	309	247	332	257	364
gene-ECD_02333	239	268	210	197	211	327
gene-ECD_02334	146	157	160	136	147	242
gene-ECD_02335	1237	1215	1007	1141	1307	1393
gene-ECD_02336	873	858	701	659	916	935
gene-ECD_02337	330	272	257	282	331	328
gene-ECD_02338	190	133	150	142	161	147
gene-ECD_02339	234	151	237	168	239	179
gene-ECD_02340	148	109	127	95	153	118
gene-ECD_02341	274	189	206	228	246	233
gene-ECD_02342	63	78	74	82	86	68
gene-ECD_02343	56	53	48	37	47	63
gene-ECD_02344	57	38	33	41	49	48
gene-ECD_02345	28	18	12	15	8	7
gene-ECD_02346	28	22	30	32	33	25
gene-ECD_02347	10	11	11	12	7	10
gene-ECD_02348	43	13	42	51	32	25
gene-ECD_02349	63	43	54	46	48	46
gene-ECD_02350	45	26	31	30	54	33
gene-ECD_02351	30	15	28	22	35	23
gene-ECD_02352	19	18	21	23	41	29
gene-ECD_02353	6	1	3	4	5	9
gene-ECD_02354	10274	5209	7360	7144	8076	6792
gene-ECD_02355	1238	780	1064	913	1039	1087
gene-ECD_02356	2573	1799	2271	1943	2294	2161
gene-ECD_02357	598	489	506	404	581	677
gene-ECD_02358	1574	1574	1302	1429	1437	2288
gene-ECD_02359	335	333	355	282	377	403
gene-ECD_02360	792	874	770	732	925	1152
gene-ECD_02361	595	839	608	595	682	836
gene-ECD_02362	1284	1029	1210	1333	1197	1382
gene-ECD_02363	2262	1863	1861	1751	2189	2521
gene-ECD_02364	552	473	409	425	535	521
gene-ECD_02365	1429	1114	1319	1139	1318	1297
gene-ECD_02366	1465	1648	1257	1218	1418	1738
gene-ECD_02367	2413	2027	2176	2140	2275	2421
gene-ECD_02368	1239	1238	1211	1188	1116	1580
gene-ECD_02369	7435	7496	7006	6398	7356	9526
gene-ECD_02370	12452	11931	10007	10292	12658	16793
gene-ECD_02371	2279	2539	2095	1927	2564	2980
gene-ECD_02372	4373	3921	3591	3475	4702	5801
gene-ECD_02373	36	76	34	46	47	75
gene-ECD_02374	103	122	82	85	114	116
gene-ECD_02376	70	83	56	64	63	90
gene-ECD_02377	10	21	18	20	22	23
gene-ECD_02378	79	90	120	100	127	145
gene-ECD_02379	245	281	232	215	278	300
gene-ECD_02380	53	71	50	52	70	77
gene-ECD_02381	78	85	79	53	73	81
gene-ECD_02382	37	52	32	37	55	49
gene-ECD_02383	261	291	229	231	310	358
gene-ECD_02384	323	354	303	298	312	462
gene-ECD_02385	667	588	660	540	713	797
gene-ECD_02386	1979	1475	1575	1542	1999	1898
gene-ECD_02387	749	731	726	677	805	860
gene-ECD_02388	1750	1764	1491	1675	2198	2516
gene-ECD_02389	446	207	190	324	174	321
gene-ECD_02390	2993	1254	1664	2261	1761	2483
gene-ECD_02391	327	434	285	301	350	566
gene-ECD_02392	528	781	513	513	631	862
gene-ECD_02393	8556	7715	6694	6654	8406	9112
gene-ECD_02394	3241	3440	3075	2793	3381	3666
gene-ECD_02395	205	251	170	177	226	312
gene-ECD_02396	103	57	120	114	89	82
gene-ECD_02397	14	11	9	9	16	13
gene-ECD_02398	55	62	51	53	45	64
gene-ECD_02399	8478	6093	4880	6336	4727	8190
gene-ECD_02400	5567	3897	2926	4711	2519	5589
gene-ECD_02401	1509	1899	1066	1267	1264	1970
gene-ECD_02402	433	451	349	394	315	541
gene-ECD_02403	3035	2918	2421	2529	2621	4019
gene-ECD_02404	4011	3588	3352	3186	3473	4485
gene-ECD_02405	1774	1596	1359	1444	1602	1926
gene-ECD_02406	6320	6329	5102	4814	6010	7735
gene-ECD_02407	10083	8733	7424	8374	9423	12313
gene-ECD_02408	5037	5793	4394	4471	4942	6196
gene-ECD_02409	940	929	717	787	876	1189
gene-ECD_02410	1730	1099	1131	1141	1452	1303
gene-ECD_02411	391	504	411	342	528	561
gene-ECD_02412	6404	5628	5662	5782	6757	6912
gene-ECD_02413	10663	4893	9788	8753	10396	6681
gene-ECD_02414	4507	2902	3029	3779	3968	4482
gene-ECD_02415	7825	5392	6070	7014	6096	7537
gene-ECD_02416	1113	905	853	1016	798	1116
gene-ECD_02417	1313	1106	1048	1169	972	1247
gene-ECD_02418	3983	3003	2539	3116	3200	3691
gene-ECD_02419	1142	1316	734	829	987	1315
gene-ECD_02420	2771	2159	1966	2462	2373	3260
gene-ECD_02421	4363	2666	2489	3433	3106	3621
gene-ECD_02422	6679	4465	4073	5502	4387	6049
gene-ECD_02423	753	513	444	552	514	693
gene-ECD_02424	3368	4020	3179	2961	3409	4618
gene-ECD_02425	275	591	209	289	254	541
gene-ECD_02426	80	92	46	53	81	124
gene-ECD_02427	1126	780	1133	901	2128	956
gene-ECD_02428	318	254	288	238	465	274
gene-ECD_02429	920	375	1025	523	1354	554
gene-ECD_02430	58	62	59	49	75	65
gene-ECD_02431	24	26	27	19	26	20
gene-ECD_02432	13	14	11	12	18	14
gene-ECD_02433	60	51	52	53	74	62
gene-ECD_02434	164	114	124	135	145	144
gene-ECD_02435	124	99	109	112	118	102
gene-ECD_02436	132	128	132	142	158	168
gene-ECD_02437	143	96	121	111	126	145
gene-ECD_02438	52	47	59	50	41	48
gene-ECD_02439	68	80	83	81	93	87
gene-ECD_02440	38	25	42	45	58	43
gene-ECD_02441	1829	1601	1736	1810	1640	1970
gene-ECD_02442	421	434	403	355	475	528
gene-ECD_02443	16687	8995	11254	12460	12853	12012
gene-ECD_02444	1869	1494	1967	1422	2088	1829
gene-ECD_02445	873	710	747	824	787	826
gene-ECD_02446	969	1177	745	746	1018	1275
gene-ECD_02447	746	1062	654	608	920	1190
gene-ECD_02448	658	766	646	572	761	954
gene-ECD_02449	1591	1740	1223	1403	1403	1918
gene-ECD_02451	2	5	6	8	1	4
gene-ECD_02452	40	56	23	33	47	50
gene-ECD_02453	777	723	667	703	888	1027
gene-ECD_02454	824	828	799	853	805	1280
gene-ECD_02455	760	609	764	656	864	820
gene-ECD_02456	72	58	58	64	72	94
gene-ECD_02457	1060	744	850	824	1029	1055
gene-ECD_02458	2630	2060	2411	2205	2664	2591
gene-ECD_02459	554	644	363	532	435	732
gene-ECD_02460	1704	2091	1210	1533	1567	2281
gene-ECD_02461	587	684	409	646	603	891
gene-ECD_02462	4000	3191	2692	3485	3083	4950
gene-ECD_02463	6061	5456	4504	4829	5651	6586
